Protein_A_idx	Protein_B_idx	Interaction	Uniprot_A	Uniprot_B
1241	3805	0.596	Q04067	P38241
1241	1995	0.22	Q04067	P43577
1241	1382	0.28800000000000003	Q04067	P40045
1888	5132	0.959	P52917	P40080
1888	2141	0.823	P52917	Q12033
1888	2536	0.986	P52917	P36108
1888	3577	0.445	P52917	Q02201
1888	3169	0.28800000000000003	P52917	P38180
1888	720	0.266	P52917	P47084
3434	4363	0.348	Q06671	Q12396
3434	1432	0.42	Q06671	P38713
3434	4613	0.16899999999999998	Q06671	P32660
4585	3296	0.392	P32806	P36149
4585	1642	0.445	P32806	Q04121
4585	845	0.338	P32806	Q03660
2228	1731	0.55	Q12342	P38822
2228	3648	0.29	Q12342	P36087
1308	4039	0.293	P05749	Q3E705
1308	3014	0.098	P05749	P38263
4039	1625	0.293	Q3E705	P46990
4039	3144	0.293	Q3E705	P36421
4039	3114	0.619	Q3E705	Q04347
4386	3830	0.8859999999999999	P19262	P09624
165	4242	0.3	P32861	P53066
165	4423	0.513	P32861	Q08217
165	2159	0.642	P32861	Q12136
165	2900	0.21600000000000005	P32861	P38987
165	4882	0.696	P32861	P31374
165	1820	0.139	P32861	Q05779
165	1705	0.14300000000000002	P32861	P24867
946	1563	0.281	P53293	P28795
946	4463	0.281	P53293	Q06497
946	4192	0.281	P53293	Q04370
5065	2666	0.319	P40959	P11972
5065	2039	0.274	P40959	P38247
5065	5040	0.319	P40959	P22696
2809	2320	0.575	Q99344	Q03919
2809	2597	0.985	Q99344	Q12059
2320	5071	0.784	Q03919	P40087
2320	2555	0.914	Q03919	P35127
2320	432	0.674	Q03919	P52867
2320	5040	0.118	Q03919	P22696
2320	2501	0.662	Q03919	Q12234
2320	5089	0.662	Q03919	Q12289
4634	4583	0.358	P05150	P00812
217	1878	0.066	P24004	P43637
217	2132	0.735	P24004	P33760
217	4192	0.726	P24004	Q04370
1878	4026	0.193	P43637	P36168
4943	2523	0.358	P54860	Q06596
4943	3997	0.273	P54860	P40037
4943	2250	0.536	P54860	Q04311
4943	4149	0.309	P54860	P38349
4943	4472	0.14300000000000002	P54860	P38427
4943	3659	0.273	P54860	Q12003
2523	3306	0.197	Q06596	Q12071
2689	4460	0.197	Q06668	Q06490
2689	2084	0.339	Q06668	Q02950
2689	2245	0.279	Q06668	P43550
2689	2055	0.279	Q06668	P53226
2689	3880	0.339	Q06668	P40452
848	587	0.22	P53036	P36025
848	604	0.355	P53036	Q12199
848	2158	0.22	P53036	P12709
848	406	0.206	P53036	Q03231
3995	2302	0.289	P40032	P15565
3893	4161	0.823	P06242	P36145
3893	1614	0.662	P06242	P43568
3893	3787	0.583	P06242	P53124
3893	3115	0.536	P06242	Q04344
4161	1082	0.8079999999999999	P36145	Q08816
4161	1326	0.992	P36145	Q02939
4161	1008	0.585	P36145	P07269
4161	5023	0.991	P36145	Q3E7C1
323	1731	0.188	P16658	P38822
323	1989	0.607	P16658	P39076
323	4783	0.887	P16658	Q02825
323	2923	0.893	P16658	P39707
1731	601	0.297	P38822	Q02866
1731	1257	0.182	P38822	P32945
1731	3019	0.112	P38822	P38266
1731	672	0.197	P38822	P23594
1731	4813	0.112	P38822	P25369
1731	2600	0.14300000000000002	P38822	Q04835
1731	1740	0.14300000000000002	P38822	P40453
1731	20	0.138	P38822	P22135
1731	4377	0.112	P38822	P50076
1074	157	0.2	P40219	P53847
1074	3835	0.2	P40219	Q12428
1074	2893	0.2	P40219	P40008
1074	846	0.2	P40219	Q04458
1074	3624	0.2	P40219	P47031
1074	3898	0.2	P40219	P53584
2576	2565	0.927	P33338	Q12518
2576	342	0.297	P33338	P34758
2576	4551	0.628	P33338	Q05933
2576	4084	0.5820000000000001	P33338	P33204
2576	391	0.507	P33338	P25345
4764	1118	0.197	P40364	P21268
4764	835	0.297	P40364	P53157
4764	4154	0.287	P40364	P38341
4764	1820	0.139	P40364	Q05779
4764	3346	0.581	P40364	P18409
1561	3448	0.903	P47112	P32833
1561	4576	0.363	P47112	Q04411
1561	394	0.353	P47112	P49956
1561	1727	0.959	P47112	P38826
1561	1922	0.363	P47112	Q04461
3448	3924	0.591	P32833	P41813
3448	1727	0.959	P32833	P38826
3448	3181	0.358	P32833	P53215
1082	3047	0.8079999999999999	Q08816	P13188
1992	4325	0.22	P08678	P09938
1992	4294	0.445	P08678	P18852
2504	825	0.583	Q03180	P47001
2866	3234	0.581	P38878	Q12402
1289	2487	0.189	P40886	P35206
1289	161	0.174	P40886	P20107
2487	67	0.498	P35206	P38287
2487	5112	0.086	P35206	P40319
2487	225	0.309	P35206	P87284
2487	578	0.4970000000000001	P35206	P08456
2847	1333	0.197	P25619	P33413
2847	501	0.22	P25619	P32458
2847	4746	0.197	P25619	Q08967
2847	4822	0.111	P25619	P23900
2847	2102	0.196	P25619	P49573
2847	3577	0.22	P25619	Q02201
2847	4790	0.204	P25619	Q06179
2847	4995	0.204	P25619	Q99271
2812	664	0.662	Q12338	Q05635
2876	3770	0.626	P46949	P38339
2876	2236	0.626	P46949	Q07471
3770	1567	0.22	P38339	Q06568
3770	3	0.511	P38339	P06781
3770	4575	0.29600000000000004	P38339	P39944
3770	4427	0.583	P38339	Q03780
3770	4233	0.189	P38339	P32491
3770	59	0.5710000000000001	P38339	Q00246
3770	712	0.498	P38339	P50078
3732	2157	0.294	P38089	Q12133
3732	1972	0.8079999999999999	P38089	Q04007
157	4616	0.8079999999999999	P53847	P41834
157	454	0.334	P53847	P25560
157	3099	0.8079999999999999	P53847	P53146
620	1442	0.56	Q02606	P13365
1412	4740	0.8079999999999999	P10614	P38604
1412	1790	0.079	P10614	P40581
1412	3501	0.8109999999999999	P10614	P53045
1412	807	0.19	P10614	Q03880
1412	4875	0.8079999999999999	P10614	P29704
1412	4501	0.206	P10614	P38353
1412	313	0.21	P10614	P05374
1412	2071	0.21	P10614	P32340
1412	1816	0.21	P10614	P38723
1412	3799	0.197	P10614	Q04969
1412	2468	0.8109999999999999	P10614	P32353
1412	3086	0.195	P10614	P47155
1412	2218	0.314	P10614	P54074
1412	4440	0.314	P10614	P53983
1412	4786	0.168	P10614	P15365
1412	2768	0.251	P10614	P17898
1412	5123	0.156	P10614	P38992
1412	2368	0.314	P10614	P53895
1412	2843	0.228	P10614	Q12443
1412	4485	0.206	P10614	Q06541
1421	1837	0.406	P25333	P37297
4061	3234	0.56	P36018	Q12402
4061	5055	0.836	P36018	P39702
4061	4530	0.293	P36018	P53108
4061	2412	0.304	P36018	P53093
4061	169	0.763	P36018	P32864
4061	1187	0.8079999999999999	P36018	Q04847
4061	4446	0.898	P36018	P39958
4061	4110	0.82	P36018	Q03308
4061	1013	0.626	P36018	P07262
509	20	0.662	P32453	P22135
105	4565	0.927	P40496	O75012
105	947	0.928	P40496	P53292
105	611	0.937	P40496	Q02608
105	312	0.517	P40496	Q12296
105	259	0.929	P40496	P38175
105	3083	0.927	P40496	P47150
105	3647	0.927	P40496	P53937
4565	3083	0.926	O75012	P47150
4667	1468	0.15	P41901	P27895
4667	4381	0.192	P41901	Q04746
4667	2101	0.196	P41901	P39113
4667	4713	0.14300000000000002	P41901	P36103
4667	4790	0.218	P41901	Q06179
4576	412	0.266	Q04411	Q07732
4576	856	0.363	Q04411	P22148
1534	4528	0.636	Q01159	Q08236
1534	1013	0.229	Q01159	P07262
1837	3022	0.765	P37297	Q03338
1837	3261	0.649	P37297	P32190
1837	4103	0.329	P37297	Q03653
3022	3113	0.29600000000000004	Q03338	P24814
3022	1671	0.998	Q03338	Q12368
735	4238	0.498	P38770	P53062
735	1609	0.605	P38770	P46985
735	4669	0.324	P38770	P40532
2618	3480	0.297	P0C2H9	P53863
1926	2803	0.28800000000000003	Q06551	P43132
1926	5007	0.581	Q06551	P41912
2803	1839	0.138	P43132	P37291
2803	1110	0.941	P43132	P38123
2803	493	0.941	P43132	P39706
1363	411	0.8079999999999999	P14737	P38147
1363	4567	0.481	P14737	P39009
1363	1529	0.6779999999999999	P14737	P48581
2564	2247	0.698	Q12432	P80428
4368	1425	0.198	Q02796	P25336
4368	3109	0.198	Q02796	P33419
4368	1567	0.199	Q02796	Q06568
4368	4665	0.659	Q02796	P26448
4368	3675	0.198	Q02796	P50109
2577	935	0.585	Q12690	Q3E841
2577	3014	0.25	Q12690	P38263
2044	1011	0.289	P41338	P07264
2044	713	0.198	P41338	P50079
5037	4694	0.606	P23641	P31244
302	4931	0.612	P40161	P32479
302	1141	0.65	P40161	P13712
2565	4948	0.297	Q12518	P32873
923	4200	0.319	P26793	Q12050
923	3423	0.536	P26793	P38257
4514	5112	0.056	P38079	P40319
4081	3190	0.289	P33200	P38115
2325	4551	0.358	P47135	Q05933
2325	917	0.662	P47135	P42947
2325	1720	0.22	P47135	P40515
2325	3875	0.382	P47135	P48606
2325	333	0.56	P47135	P40975
2325	1530	0.28800000000000003	P47135	P18634
2166	1064	0.382	P42951	Q02887
1442	3113	0.585	P13365	P24814
1442	1118	0.581	P13365	P21268
1442	4628	0.595	P13365	P20052
4670	4078	0.536	Q12052	P40342
4670	3669	0.605	Q12052	P36086
3134	3264	0.8079999999999999	P09798	Q12107
3134	672	0.836	P09798	P23594
3134	2915	0.8079999999999999	P09798	Q12379
3134	1449	0.297	P09798	P15436
3134	1022	0.8079999999999999	P09798	P14724
3134	4844	0.8859999999999999	P09798	P50082
4412	2023	0.8079999999999999	P36009	P53317
799	4423	0.225	P31380	Q08217
799	3088	0.289	P31380	P47156
799	2811	0.581	P31380	Q02574
799	4027	0.289	P31380	P23542
4423	996	0.358	Q08217	P33401
4423	1110	0.236	Q08217	P38123
4423	989	0.12	Q08217	P15202
4423	2421	0.2	Q08217	P43123
3306	1614	0.621	Q12071	P43568
3306	4800	0.858	Q12071	P39904
3306	60	0.297	Q12071	P31109
3306	456	0.536	Q12071	P36116
3306	2293	0.5870000000000001	Q12071	P38116
1614	4288	0.459	P43568	P41808
458	139	0.927	P29056	P32910
458	1313	0.594	P29056	P32367
1713	2376	0.445	P08679	Q05947
1713	3452	0.556	P08679	P17505
1713	582	0.662	P08679	P54885
2976	311	0.8079999999999999	Q03750	Q12297
3126	601	0.266	P00927	Q02866
3126	113	0.198	P00927	P03965
3126	4536	0.5920000000000001	P00927	P38288
3126	1627	0.502	P00927	P43612
4180	2703	0.585	P80967	P35180
4180	3282	0.585	P80967	P14693
1475	1226	0.339	Q03281	P46673
1353	2384	0.193	P38837	P42839
2414	6	0.215	P53196	Q06103
3224	1812	0.29600000000000004	P38869	P40504
3224	3700	0.297	P38869	P38069
3224	4193	0.297	P38869	P39107
3224	1455	0.29600000000000004	P38869	P38131
3224	4178	0.29600000000000004	P38869	P27809
3224	1533	0.297	P38869	P46982
3224	1456	0.498	P38869	P38130
2666	19	0.319	P11972	P48568
2666	4848	0.662	P11972	P39991
2666	2427	0.319	P11972	Q12301
2666	62	0.319	P11972	Q06676
2233	488	0.28800000000000003	P40483	P29478
2233	4488	0.662	P40483	P53850
3869	1285	0.284	P35203	P0CD90
1789	3650	0.198	P40582	P40260
1789	4481	0.207	P40582	P38756
1789	4437	0.266	P40582	P38894
1789	271	0.266	P40582	Q03362
4616	3099	0.953	P41834	P53146
1923	1226	0.968	P35729	P46673
1923	2901	0.29	P35729	Q02199
4986	906	0.495	P53823	P43545
4986	586	0.858	P53823	Q03148
906	905	0.466	P43545	P43544
906	3093	0.22	P43545	Q04902
4590	2229	0.28800000000000003	P32801	P40487
4590	501	0.297	P32801	P32458
4590	2900	0.599	P32801	P38987
3566	394	0.606	Q04603	P49956
3566	3241	0.6990000000000001	Q04603	Q08773
3566	4085	0.958	Q04603	P40366
3566	3316	0.329	Q04603	P34218
4840	199	0.618	P38165	P32607
4840	673	0.29600000000000004	P38165	P13902
4840	1260	0.218	P38165	Q03713
4840	456	0.218	P38165	P36116
4840	2608	0.22	P38165	Q12513
604	3441	0.31	Q12199	P32838
604	4317	0.899	Q12199	Q04372
604	672	0.653	Q12199	P23594
604	2076	0.464	Q12199	P32345
604	1627	0.6559999999999999	Q12199	P43612
2014	1194	0.667	P43597	P28495
3662	5123	0.17	Q12006	P38992
1802	4402	0.585	P25301	Q06032
75	4725	0.28800000000000003	P48415	P40185
75	3555	0.5660000000000001	P48415	P20606
75	1951	0.638	P48415	P53953
75	569	0.56	P48415	P25365
2703	496	0.56	P35180	Q08176
2703	4879	0.201	P35180	P38295
2703	785	0.56	P35180	P53507
2703	396	0.111	P35180	P38921
3186	4694	0.581	Q03071	P31244
3186	181	0.912	Q03071	P53861
2291	321	0.301	Q06677	Q12049
3373	3402	0.56	P40527	Q03921
3373	1800	0.56	P40527	P48563
4432	4561	0.568	Q12734	P39003
1060	3006	0.79	P33399	P38688
1060	4748	0.662	P33399	P20424
3113	1570	0.295	P24814	P28006
3113	4797	0.536	P24814	P38931
3113	2317	0.358	P24814	P35198
3113	764	0.295	P24814	Q12507
3113	1824	0.29600000000000004	P24814	Q06648
3113	4015	0.295	P24814	P42223
3113	1798	0.199	P24814	P16467
3113	2511	0.124	P24814	P51601
3113	2281	0.29600000000000004	P24814	Q08729
3113	1297	0.498	P24814	Q00947
3113	1351	0.295	P24814	P38835
3113	3741	0.536	P24814	Q12471
3113	1473	0.498	P24814	P38704
3113	3889	0.295	P24814	P53907
3113	4356	0.295	P24814	P36138
3340	3911	0.22	Q03214	P36039
3340	2158	0.287	Q03214	P12709
3340	3819	0.348	Q03214	P53127
1689	1567	0.203	P40005	Q06568
1689	1653	0.986	P40005	Q04493
1689	2006	0.662	P40005	P46988
1689	1203	0.977	P40005	P48363
3006	488	0.973	P38688	P29478
3006	4748	0.929	P38688	P20424
3006	2073	0.708	P38688	P32342
2483	4363	0.353	P39931	Q12396
3227	601	0.594	P38744	Q02866
3227	3954	0.274	P38744	P53343
3227	3115	0.62	P38744	Q04344
3274	2394	0.588	P53734	Q05942
2394	1046	0.6409999999999999	Q05942	Q12166
2394	617	0.62	Q05942	P22768
1373	673	0.445	P21957	P13902
1373	4628	0.445	P21957	P20052
3234	2664	0.29600000000000004	Q12402	Q12445
3234	4501	0.106	Q12402	P38353
3234	2653	0.14300000000000002	Q12402	P38270
3234	3496	0.17600000000000002	Q12402	P53048
3234	2825	0.8079999999999999	Q12402	P53203
4200	2575	0.536	Q12050	Q06340
4200	172	0.3	Q12050	Q08562
4200	1023	0.585	Q12050	P40562
4200	4547	0.585	Q12050	Q3E835
4104	3857	0.66	P18961	P39928
4104	1416	0.736	P18961	Q03407
4104	4822	0.199	P18961	P23900
4104	4528	0.609	P18961	Q08236
4104	708	0.279	P18961	P33893
1396	519	0.987	Q00618	P20133
1396	169	0.625	Q00618	P32864
519	169	0.675	P20133	P32864
836	4809	0.583	P52923	P07253
836	1605	0.583	P52923	P21560
4809	1605	0.581	P07253	P21560
4809	4479	0.309	P07253	P40576
2575	3423	0.445	Q06340	P38257
2533	488	0.536	P33754	P29478
2533	4501	0.536	P33754	P38353
2533	805	0.187	P33754	P46961
2533	454	0.358	P33754	P25560
2533	4748	0.536	P33754	P20424
2533	2900	0.21	P33754	P38987
4686	4613	0.615	P42838	P32660
4686	3172	0.599	P42838	Q12674
4686	3965	0.292	P42838	P38885
5071	4665	0.22	P40087	P26448
5071	60	0.536	P40087	P31109
5071	701	0.536	P40087	P09932
4971	1095	0.309	Q05040	P46671
4971	4052	0.197	Q05040	P36016
4971	3624	0.28800000000000003	Q05040	P47031
5055	4110	0.8740000000000001	P39702	Q03308
6	3416	0.623	Q06103	P42933
4800	456	0.632	P39904	P36116
4800	3918	0.343	P39904	P32319
3962	1450	0.8190000000000001	P38889	Q07688
3962	3857	0.534	P38889	P39928
3376	3698	0.289	P45818	P53111
1441	3015	0.198	Q07527	P38262
1441	2631	0.125	Q07527	P07149
4530	2191	0.205	P53108	Q08826
4530	2412	0.99	P53108	P53093
2567	1161	0.8079999999999999	Q03496	P38238
3450	1790	0.289	P32831	P40581
3450	2227	0.621	P32831	Q08925
3450	4850	0.289	P32831	P32770
674	2997	0.605	Q01722	Q04712
674	1014	0.536	Q01722	P07261
3674	1933	0.7559999999999999	P50108	P47124
3674	4193	0.8079999999999999	P50108	P39107
3674	1609	0.745	P50108	P46985
3674	264	0.111	P50108	P16151
394	4046	0.984	P49956	P25559
394	2860	0.929	P49956	P38877
3735	526	0.274	Q3E776	P32858
3735	1260	0.324	Q3E776	Q03713
3735	882	0.324	Q3E776	P53721
3735	2720	0.28	Q3E776	P47146
4876	1569	0.8079999999999999	P38291	P28005
4876	2255	0.8079999999999999	P38291	P38208
4876	1397	0.29600000000000004	P38291	P40571
4876	2649	0.8079999999999999	P38291	Q12530
2826	1694	0.55	P53204	P07991
191	2983	0.28800000000000003	Q04500	Q06705
191	1898	0.28800000000000003	Q04500	Q12425
4926	355	0.297	P32900	P36122
4926	487	0.297	P32900	Q08754
120	2259	0.3	Q08747	P38204
2259	411	0.599	P38204	P38147
2259	3687	0.22	P38204	Q07528
0	1226	0.498	P34232	P46673
305	4404	0.42	P07245	P36002
4344	359	0.358	D6VTK4	P06783
4344	3744	0.28800000000000003	D6VTK4	P31787
4344	768	0.319	D6VTK4	Q12502
4344	1192	0.358	D6VTK4	P32435
3382	3819	0.22	Q06689	P53127
1338	3031	0.28800000000000003	P37898	Q03337
1338	4329	0.289	P37898	Q07729
228	416	0.131	P40557	P40445
4705	4402	0.585	P40965	Q06032
3696	2239	0.536	P25045	Q3E790
1118	4294	0.29600000000000004	P21268	P18852
1118	632	0.56	P21268	P11433
1118	1252	0.27	P21268	P32943
4466	4742	0.28	Q03465	P23724
4466	227	0.585	Q03465	Q03162
1	1892	0.56	Q06108	P48361
1	2187	0.198	Q06108	Q06098
1	3787	0.198	Q06108	P53124
1	4628	0.198	Q06108	P20052
443	3650	0.29600000000000004	Q12515	P40260
443	4322	0.28800000000000003	Q12515	P11325
722	1615	0.621	P39954	P43569
722	4821	0.289	P39954	P40566
4	4301	0.662	P35734	Q12248
411	3549	0.213	P38147	Q04839
411	2830	0.207	P38147	Q03177
411	3316	0.468	P38147	P34218
411	3273	0.16699999999999998	P38147	P54072
411	3138	0.445	P38147	P53857
1715	3519	0.248	Q12372	P47087
1715	225	0.111	Q12372	P87284
1715	4882	0.319	Q12372	P31374
3519	221	0.248	P47087	P53389
3519	4195	0.248	P47087	P39105
2303	3014	0.445	P09201	P38263
2303	3843	0.056	P09201	Q12494
2303	2355	0.536	P09201	P53751
2303	4595	0.581	P09201	P28263
2303	571	0.605	P09201	P42950
356	533	0.599	P36123	P53289
996	2109	0.278	P33401	Q12223
1330	746	0.358	P33418	Q12453
3380	2960	0.662	P40528	P40395
2633	1294	0.292	Q07442	Q05955
2633	3386	0.266	Q07442	Q06681
4678	741	0.197	P47090	P38778
4678	2859	0.29	P47090	P38875
4740	3501	0.8079999999999999	P38604	P53045
4740	4879	0.273	P38604	P38295
4740	2307	0.295	P38604	P35196
4740	2468	0.8079999999999999	P38604	P32353
4740	3451	0.8079999999999999	P38604	Q07804
4740	1195	0.66	P38604	P28321
4740	2707	0.343	P38604	P34163
1324	4465	0.62	Q02932	P06738
1324	2904	0.196	Q02932	P19358
1324	2901	0.187	Q02932	Q02199
1324	701	0.445	Q02932	P09932
1324	3766	0.29600000000000004	Q02932	P53583
4589	580	0.28800000000000003	P32802	Q06651
4948	2784	0.168	P32873	P40523
66	3349	0.198	P21672	P11914
66	2857	0.198	P21672	P10507
66	3516	0.278	P21672	P53912
3349	2857	0.998	P11914	P10507
3349	3132	0.278	P11914	P25846
3349	144	0.67	P11914	P32469
63	3562	0.16699999999999998	Q06580	Q99181
2695	562	0.381	P53318	P27697
2695	1820	0.468	P53318	Q05779
2695	903	0.516	P53318	P27680
1226	2901	0.581	P46673	Q02199
1226	1605	0.16699999999999998	P46673	P21560
1610	4709	0.292	P38696	P40960
1610	3556	0.196	P38696	P47085
1610	1159	0.287	P38696	Q07887
1610	2769	0.56	P38696	Q04549
2370	4317	0.339	P53897	Q04372
2370	533	0.339	P53897	P53289
2370	672	0.363	P53897	P23594
2370	2621	0.293	P53897	P25605
2370	2837	0.293	P53897	P16639
2370	3675	0.293	P53897	P50109
3495	3327	0.595	Q12346	Q08919
3327	4506	0.581	Q08919	P38356
1570	4723	0.382	P28006	P40187
1570	3787	0.314	P28006	P53124
4853	3988	0.334	Q03213	P41920
4853	4468	0.334	Q03213	P20449
4853	1104	0.29600000000000004	Q03213	P38128
4853	2885	0.29600000000000004	Q03213	P33749
953	3403	0.6459999999999999	P53298	P47167
953	2688	0.279	P53298	Q3E829
953	961	0.28800000000000003	P53298	Q12182
198	1546	0.585	Q05050	Q04279
198	1922	0.284	Q05050	Q04461
198	4567	0.42	Q05050	P39009
198	2304	0.285	Q05050	P25349
3412	4808	0.358	P53920	P30624
748	225	0.111	P38156	P87284
947	611	0.918	P53292	Q02608
947	2084	0.925	P53292	Q02950
947	312	0.517	P53292	Q12296
947	3083	0.927	P53292	P47150
611	2084	0.937	Q02608	Q02950
611	3144	0.196	Q02608	P36421
611	259	0.925	Q02608	P38175
611	1111	0.997	Q02608	P38120
611	1361	0.273	Q02608	P05694
611	3797	0.977	Q02608	Q03799
611	3083	0.984	Q02608	P47150
3015	643	0.615	P38262	P53685
3015	3562	0.278	P38262	Q99181
3015	626	0.273	P38262	P0CX15
3015	3794	0.273	P38262	Q03795
3015	1910	0.273	P38262	P39981
1124	3911	0.8079999999999999	P39543	P36039
3924	4488	0.662	P41813	P53850
4938	1942	0.999	P32471	P29547
4938	2900	0.198	P32471	P38987
209	4781	0.295	P00729	P38352
209	2691	0.498	P00729	P38307
209	3659	0.536	P00729	Q12003
209	3208	0.5820000000000001	P00729	Q12212
3282	496	0.305	P14693	Q08176
3282	3346	0.585	P14693	P18409
3282	785	0.56	P14693	P53507
3282	2740	0.274	P14693	P53934
3282	3160	0.305	P14693	Q92328
496	4702	0.358	Q08176	Q03327
496	4112	0.358	Q08176	Q3E798
496	698	0.297	Q08176	P32564
88	3480	0.297	P0C2H8	P53863
4181	4404	0.421	O14467	P36002
1011	95	0.42	P07264	Q03533
1011	5023	0.195	P07264	Q3E7C1
1011	859	0.56	P07264	Q03956
1011	659	0.289	P07264	P22438
1797	172	0.433	P25453	Q08562
1797	4573	0.498	P25453	P32489
1797	1050	0.498	P25453	P89114
1797	2231	0.21	P25453	P40485
1797	2900	0.247	P25453	P38987
1797	1798	0.297	P25453	P16467
1797	956	0.706	P25453	Q12188
1797	3725	0.73	P25453	P38086
1546	1839	0.585	Q04279	P37291
1546	4567	0.42	Q04279	P39009
1546	2304	0.284	Q04279	P25349
1546	844	0.585	Q04279	P34250
1839	4141	0.289	P37291	P32614
1839	4692	0.289	P37291	P49367
1208	859	0.738	P47104	Q03956
1569	2255	0.8079999999999999	P28005	P38208
1569	1397	0.8859999999999999	P28005	P40571
1569	2649	0.8079999999999999	P28005	Q12530
239	801	0.343	P32047	P31382
2664	4506	0.195	Q12445	P38356
2664	2280	0.065	Q12445	P40548
2664	1014	0.275	Q12445	P07261
4288	487	0.637	P41808	Q08754
4288	2354	0.358	P41808	Q08646
1875	2589	0.998	P09457	P30902
1850	2729	0.581	P39521	Q04930
4238	4669	0.334	P53062	P40532
1378	5090	0.28800000000000003	P38741	P53135
2512	2869	0.445	P46950	Q12207
3944	2544	0.3	P32799	Q2V2P9
3944	1260	0.8079999999999999	P32799	Q03713
3944	882	0.8079999999999999	P32799	P53721
3944	5134	0.498	P32799	P40086
1110	285	0.28800000000000003	P38123	P0CX26
1110	493	0.932	P38123	P39706
1110	401	0.613	P38123	P38765
4506	2850	0.1	P38356	P25580
1333	2231	0.266	P33413	P40485
1468	3599	0.28800000000000003	P27895	P40029
1468	4790	0.192	P27895	Q06179
2417	2498	0.662	P36083	P53892
4551	4084	0.997	Q05933	P33204
601	412	0.297	Q02866	Q07732
601	3937	0.266	Q02866	P32796
601	3008	0.28	Q02866	Q06549
601	811	0.29600000000000004	Q02866	P38759
601	3820	0.297	Q02866	P53129
601	901	0.736	Q02866	P40892
601	989	0.266	Q02866	P15202
601	45	0.266	Q02866	Q01976
601	425	0.736	Q02866	Q06592
601	1897	0.657	Q02866	P38122
927	607	0.73	P08466	Q03161
2191	811	0.619	Q08826	P38759
2191	4841	0.205	Q08826	Q07978
2191	707	0.445	Q08826	P33894
4350	4742	0.998	P38624	P23724
4350	335	0.998	P38624	P40302
4350	1896	0.389	P38624	Q06624
801	432	0.642	P31382	P52867
412	3109	0.189	Q07732	P33419
412	2224	0.297	Q07732	Q08550
4694	1641	0.159	P31244	Q04120
4694	3085	0.29600000000000004	P31244	P28519
4694	250	0.498	P31244	P14164
4694	3267	0.593	P31244	Q12109
4626	5040	0.585	P35210	P22696
4626	1264	0.142	P35210	P50080
858	1425	0.473	Q07980	P25336
858	3348	0.41	Q07980	P51979
858	2882	0.29	Q07980	P53032
1425	3042	0.334	P25336	P06777
1425	1407	0.193	P25336	P50277
4460	655	0.308	Q06490	P43562
28	252	0.621	Q06063	Q02872
3331	3819	0.287	Q3E754	P53127
2412	410	0.304	P53093	P38146
2412	5042	0.8079999999999999	P53093	Q02891
2965	4898	0.28800000000000003	P34220	Q08422
1194	3166	0.28800000000000003	P28495	P07807
1194	1824	0.198	P28495	Q06648
1194	1382	0.8079999999999999	P28495	P40045
1194	4689	0.289	P28495	Q08227
2473	4477	0.8079999999999999	Q07458	P38429
2473	795	0.295	Q07458	P31385
2684	3419	0.213	Q06667	P0C0X0
1136	2170	0.498	Q06132	P32383
1929	1989	0.272	P47120	P39076
1929	1659	0.382	P47120	P00899
1326	4468	0.585	Q02939	P20449
1326	5023	0.998	Q02939	Q3E7C1
2331	4465	0.07	P25341	P06738
2331	1072	0.064	P25341	P38354
2270	3938	0.536	P47045	P32795
2270	4525	0.536	P47045	Q12328
3863	5114	0.29	Q03824	P32916
1113	867	0.4320000000000001	P38126	P32849
1113	4630	0.358	P38126	P20050
2590	355	0.297	Q12057	P36122
2590	487	0.297	Q12057	Q08754
2590	4613	0.266	Q12057	P32660
2590	5061	0.297	Q12057	P40955
3109	2738	0.192	P33419	P28743
3109	4155	0.747	P33419	P38346
4084	1392	0.752	P33204	Q12156
3564	3705	0.581	Q12265	P38063
3564	5024	0.621	Q12265	P38620
3564	3005	0.445	Q12265	P38689
1340	4164	0.197	P40885	P47187
1340	603	0.197	P40885	P39548
2749	1182	0.111	P53154	P47075
1933	4193	0.738	P47124	P39107
1933	1609	0.728	P47124	P46985
4725	3857	0.649	P40185	P39928
4725	5082	0.649	P40185	Q06390
4725	5138	0.507	P40185	P32318
4725	965	0.649	P40185	Q12185
2247	2206	0.287	P80428	Q06707
2247	4970	0.605	P80428	P32617
4402	2811	0.56	Q06032	Q02574
4402	1529	0.56	Q06032	P48581
1790	4007	0.358	P40581	P54838
1790	3599	0.358	P40581	P40029
1790	3485	0.297	P40581	P43606
1790	3080	0.366	P40581	P17695
1790	2236	0.297	P40581	Q07471
1790	4444	0.297	P40581	P24813
1790	3056	0.498	P40581	P38315
2229	4325	0.606	P40487	P09938
2229	308	0.28800000000000003	P40487	P07246
4465	4723	0.342	P06738	P40187
4465	553	0.059	P06738	Q04049
4465	4882	0.152	P06738	P31374
185	2900	0.272	Q05871	P38987
4301	3403	0.285	Q12248	P47167
4301	4841	0.284	Q12248	Q07978
4301	406	0.284	Q12248	Q03231
1371	2051	0.959	P38957	Q12318
4274	4786	0.111	P53394	P15365
1424	3246	0.305	P25337	P36528
1424	3452	0.305	P25337	P17505
3828	5112	0.056	Q03655	P40319
3828	4501	0.14300000000000002	Q03655	P38353
5122	5112	0.054000000000000006	P38993	P40319
5122	4888	0.218	P38993	P31378
5122	454	0.358	P38993	P25560
5122	4908	0.123	P38993	Q08986
5112	3501	0.057	P40319	P53045
5112	4501	0.063	P40319	P38353
